Initials,DateBlkTrtmnt,Date,Block,Treatment,CountType,Insect.type,Concat_DBT_sp_num,DG_Spec_ID_code,Jaime_Family_ID.x,Jaime_Genus_ID.x,Jaime_Species_ID.x,Jaime_GenusSpeciesID.x,Jaime_Sex_ID.x,PlantCode.x,InsectGenus,InsectSpecies,TypeGenusSpeInsect,PhotoPacket,Idnotes,Sex,Count,PlantGenus,PlantSpecies,Pollen_Nectar,Idnumber,captured.,Notes.x,Jaime_Family_ID.y,Jaime_Genus_ID.y,Jaime_Species_ID.y,Jaime_GenusSpeciesID.y,Jaime_Sex_ID.y,PlantCode.y,DGPrelimFam,DGPrelimGenus,DGPrelimSp,DGPrelimGenSp,DGPrelimSex,...13,Notes.y
MC,19Aug2024stavnh,19Aug2024,stav,nh,N2,Bee ,19Aug2024stavnh,,,,,,,,Bombus,,Bee  Bombus ,,,,1,Agapanthus,praecox,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,snapshot,Hoverfly,23Jul2024mpsunh,,,,,,,,,,Hoverfly  ,,,,2,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,snapshot,Wasp,23Jul2024mpsunh,,,,,,,,Vespula,,Wasp Vespula ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,snapshot,Wasp ,23Jul2024mpsunh,,,,,,,,Vespula,,Wasp  Vespula ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,snapshot,Bee ,23Jul2024mpsunh,,,,,,,,Bombus,,Bee  Bombus ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,snapshot,Bee ,23Jul2024mpsunh,,,,,,,,"small, dark",,"Bee  small, dark ",,,,1,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Bee ,23Jul2024mpsunhS1,,,,,,,,"small, dark",,"Bee  small, dark ",,,,1,Eriogonum,latifolium,,S1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Hoverfly,23Jul2024mpsunhP1,,,,,,,,Eristalis,,Hoverfly Eristalis ,23Jul2024mpsunhP1,,,1,Achillea,millefolium,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Bee ,23Jul2024mpsunh,,,,,,,,"small, dark",,"Bee  small, dark ",,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Bee/wasp,23Jul2024mpsunhS2,,,,,,,,"small, dark",,"Bee/wasp small, dark ",,,,1,Achillea,millefolium,,S2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Bee,23Jul2024mpsunhS3,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,S3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Hoverfly,23Jul2024mpsunhP2,,,,,,,,Sphaerophoria,,Hoverfly Sphaerophoria ,23Jul2024mpsunhP2,,,1,Eriogonum,latifolium,,P2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Bee,23Jul2024mpsunhP3,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,23Jul2024mpsunhP3,"black and yellow stripped, outter tibia marking, no fat thigh",male,1,Monardella,villosa,,P3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N1,Hoverfly,23Jul2024mpsunh,,,,,,,,,,Hoverfly  ,,,,1,Calystegia,purpurata,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunhS4,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Monardella,villosa,,S4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunhP4,,,,,,,,Bombus,vosnesenskii,Bee Bombus vosnesenskii,23Jul2024mpsunhP4,"corbicula, yellow face, yellow T4, no yellow sternites",female,1,Monardella,villosa,,P4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee ,23Jul2024mpsunh,,,,,,,,Agapostemon,,Bee  Agapostemon ,,,,1,Monardella,villosa,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunhP5,,,,,,,,Bombus,vosnesenskii,Bee Bombus vosnesenskii,23Jul2024mpsunhP5,"corbicula, yellow face, yellow T4, no yellow sternites",female,1,Eriogonum,latifolium,,P5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunhP6,,,,,,,,Bombus,vos/calig,Bee Bombus vos/calig,23Jul2024mpsunhP6,"no corbicula, yellow face, yellow T4, yellow sternites",male,1,Eriogonum,latifolium,,P6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunhS5,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,S5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,23Jul2024mpsunh,23Jul2024,mpsu,nh,N2,Bee,23Jul2024mpsunhP7,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,23Jul2024mpsunhP7,"black and yellow stripped, outter tibia marking, no fat thigh",male,1,Monardella,villosa,,P7,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewanh,05Aug2024,wewa,nh,snapshot,Bee ,05Aug2024wewanh,,,,,,,,Bombus,,Bee  Bombus ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewanh,05Aug2024,wewa,nh,N1,Bee,05Aug2024wewanhP1,,,,,,,,Bombus,vosnesenskii,Bee Bombus vosnesenskii,05Aug2024wewanhP1,"yellow face, yellow T4, no yellow sternites",female,1,Eriogonum,latifolium,pollen on legs,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewanh,05Aug2024,wewa,nh,N1,Hoverfly,05Aug2024wewanhP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,08Aug2024wewanhP2,,,1,,,,P2,yes,hovering above Eriogonum latifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewanh,05Aug2024,wewa,nh,N1,Bee ,05Aug2024wewanhP3,,,,,,,,Bombus,vos/calig,Bee  Bombus vos/calig,08Aug2024wewanhP2,"yellow face, yellow T4, 13 antennal segments",male,1,Eriogonum,latifolium,,P3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewanh,05Aug2024,wewa,nh,N1,Hoverfly,05Aug2024wewanh,,,,,,,,,,Hoverfly  ,,,,1,Eriogonum,latifolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewanh,05Aug2024,wewa,nh,N2,,05Aug2024wewanh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Sep2024wewah,01Sep2024,wewa,h,snapshot,Bee,01Sep2024wewah,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Symphyotrichum,chilense,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Sep2024wewah,01Sep2024,wewa,h,snapshot,Wasp ,01Sep2024wewah,,,,,,,,,,Wasp   ,,,,1,Symphyotrichum,chilense,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Sep2024wewah,01Sep2024,wewa,h,N1,Wasp,01Sep2024wewahP1,,,,,,,,Eumeninae,,Wasp Eumeninae ,01Sep2024wewahP1,"no T1 diamond, no back strap",,1,Symphyotrichum,chilense,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Sep2024wewah,01Sep2024,wewa,h,N2,Hoverfly,01Sep2024wewahP2,,,,,,,,Allograpta,,Hoverfly Allograpta ,01Sep2024wewahP2,,,1,Symphyotrichum,chilense,,P2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,snapshot,Wasp ,12Aug2024mpsunh,,,,,,,,,,Wasp   ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,snapshot,Hoverfly,12Aug2024mpsunh,,,,,,,,,,Hoverfly  ,,,,1,Monardella,villosa,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,snapshot,Wasp ,12Aug2024mpsunh,,,,,,,,,,Wasp   ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N1,Bee,12Aug2024mpsunhS1,12Aug2024mpsuNHs1,Halictidae,Lasioglossum (Dialictus),sp. MA,Lasioglossum (Dialictus) sp. MA,M,AchMil,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,S1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N1,Wasp ,12Aug2024mpsunhP1,,,,,,,,Eumeninae,,Wasp  Eumeninae ,12Aug2024mpsunhP1,"no T1 diamond, no back strap",,1,Eriogonum,latifolium,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N1,Wasp ,12Aug2024mpsunh,,,,,,,,,,Wasp   ,,,,1,Eriogonum,latifolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N1,Wasp ,12Aug2024mpsunh,,,,,,,,,,Wasp   ,,,,1,Monardella,villosa,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N2,Wasp ,12Aug2024mpsunhP2,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,12Aug2024mpsunhP2,"T1 diamond, full goggles",,1,veg,,,P2,yes,Calystegia purpurata leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N2,Hoverfly,12Aug2024mpsunhP3,,,,,,,,Eupeodes,volicris,Hoverfly Eupeodes volicris,12Aug2024mpsunhP3,,,1,Achillea,millefolium,,P3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,12Aug2024mpsunh,12Aug2024,mpsu,nh,N2,Wasp ,12Aug2024mpsunhP4,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,12Aug2024mpsunhP4,"T1 diamond, full goggles",,1,veg,,,P4,yes,Calystegia purpurata leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,snapshot,Bee,07Aug2024lileh,,,,,,,,"small, dark",,"Bee small, dark ",,,,3,Calandrinia,grandiflora,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee,07Aug2024lileh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Calandrinia,grandiflora,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee,07Aug2024lilehS1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Calandrinia,grandiflora,,S1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee ,07Aug2024lileh,,,,,,,,Agapostemon,,Bee  Agapostemon ,,,,1,Calandrinia,grandiflora,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee,07Aug2024lilehP1,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,07Aug2024lilehP1,"dark mark outter tibia, no fat thigh",male,1,,,,P1,yes,in plot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee,07Aug2024lilehP2,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,07Aug2024lilehP2,"dark mark outter tibia, no fat thigh",male,1,Calandrinia,grandiflora,,P2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee ,07Aug2024lileh,,,,,,,,Agapostemon,,Bee  Agapostemon ,,,,1,Calandrinia,grandiflora,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N1,Bee,07Aug2024lilehP3,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,07Aug2024lilehP3,"dark mark outter tibia, no fat thigh",male,1,Symphyotrichum,chilense,,P3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N2,Bee,07Aug2024lilehP4,,,,,,,,Agapostemon,texanus,Bee Agapostemon texanus,07Aug2024lilehP4,"dark mark outter tibia, no fat thigh",male,1,Grindelia,hirsitula,,P4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N2,Hoverfly,07Aug2024lilehP5,,,,,,,,,,Hoverfly  ,07Aug2024lilehP5,,,1,Grindelia,hirsitula,,P5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N2,Bee,07Aug2024lilehS2,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Grindelia,hirsitula,,S2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N2,Bee,07Aug2024lileh,,,,,,,,Agapostemon,,Bee Agapostemon ,,,,1,Grindelia,hirsitula,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N2,Bee,07Aug2024lileh,,,,,,,,Agapostemon,,Bee Agapostemon ,,,,1,Grindelia,hirsitula,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lileh,07Aug2024,lile,h,N2,Hoverfly,07Aug2024lilehP6,,,,,,,,Sphaerophoria,,Hoverfly Sphaerophoria ,07Aug2024lilehP6,,,1,veg,,,P6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024eawac,05Aug2024,eawa,c,snapshot,,05Aug2024eawac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024eawac,05Aug2024,eawa,c,N1,Wasp ,05Aug2024eawacP1,,,,,,,,Vespula,germanica,Wasp  Vespula germanica,05Aug2024eawacP1,"Black T1 diamond, broken goggles",,1,veg,,,P1,yes,Pittosporum leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024eawac,05Aug2024,eawa,c,N2,Wasp ,05Aug2024eawacP2,,,,,,,,Vespula,alascensis,Wasp  Vespula alascensis,05Aug2024eawacP2,"no T1 diamond, continous yellow T1, back strap, no yellow check",,1,Pittosporum,,,P2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024eawac,05Aug2024,eawa,c,N2,Wasp ,05Aug2024eawacP2,,,,,,,,Vespula,alascensis,Wasp  Vespula alascensis,05Aug2024eawacP3,"no T1 diamond, continous yellow T1, back strap, no yellow check",,1,Pittosporum,,,P2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,snapshot,Wasp ,19Aug2024fsgcnh,,,,,,,,,,Wasp   ,,,,1,Eriogonum,latifolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,snapshot,Hoverfly,19Aug2024fsgcnh,,,,,,,,,,Hoverfly  ,,,,1,Achillea,millefolium,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,N1,Hoverfly,19Aug2024fsgcnh,,,,,,,,,,Hoverfly  ,,,,1,,,,,missed,flying by Dahlia leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,N1,Wasp ,19Aug2024fsgcnhP1,,,,,,,,Vespula,alascensis,Wasp  Vespula alascensis,19AugfscgnhP1,"no T1 diamond, back straps, no check",,1,Dahlia,,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,N1,Bee,19Aug2024fsgcnhS1,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Eriogonum,latifolium,,S1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,N1,Bee,19Aug2024fsgcnh,,,,,,,,"small, dark",,"Bee small, dark ",,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fsgcnh,19Aug2024,fsgc,nh,N2,unsure,19Aug2024fsgcnh,,,,,,,,,,unsure  ,,,,1,Achillea,millefolium,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,snapshot,Wasp ,18Sep2024pagoc,,,,,,,,,,Wasp   ,,,,5,Grevillea,lanigera,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,N1,Wasp ,18Sep2024pagocP1,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,18Sep2024pagocP1,"T1 diamond, full goggles",,1,Grevillea,lanigera,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,N1,Wasp ,18Sep2024pagocP2,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,18Sep2024pagocP2,"T1 diamond, full goggles",,1,Grevillea,lanigera,,P2,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,N1,Wasp ,18Sep2024pagocP3,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,18Sep2024pagocP3,"T1 diamond, full goggles",,1,Grevillea,lanigera,,P3,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,N1,Wasp ,18Sep2024pagocP4,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,18Sep2024pagocP4,"T1 diamond, full goggles",,1,Grevillea,lanigera,,P4,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,N2,Wasp ,18Sep2024pagocP5,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,18Sep2024pagocP5,"T1 diamond, full goggles",,1,Grevillea,lanigera,,P5,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,18Sep2024pagoc,18Sep2024,pago,c,N2,Wasp ,18Sep2024pagocP6,,,,,,,,Vespula,pensylvanica,Wasp  Vespula pensylvanica,18Sep2024pagocP6,"T1 diamond, full goggles",,1,Grevillea,lanigera,,P6,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,03Jun2024fosch,03Jun2024,fosc,h,snapshot,,03Jun2024fosch,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,03Jun2024fosch,03Jun2024,fosc,h,N1,Bee ,03Jun2024foschP1,,,,,,,,Bombus,vos/calig,Bee  Bombus vos/calig,03Jun2024foschP1,"13 segments, yellow T4, yellow face, yellow sternites",male,1,Vicia,sativa,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,03Jun2024fosch,03Jun2024,fosc,h,N2,,03Jun2024fosch,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,03Jun2024eawac,03Jun2024,eawa,c,snapshot,,03Jun2024eawac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,03Jun2024eawac,03Jun2024,eawa,c,N1,,03Jun2024eawac,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,03Jun2024eawac,03Jun2024,eawa,c,N2,Bee ,03Jun2024eawacP1,,,,,,,,Bombus,vos/calig,Bee  Bombus vos/calig,03Jun2024eawacP1,"13 segments, no corbicula, yellow face, yellow T4",male,1,Pittosporum,,,P1,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,02Oct2024stavnh,02Oct2024,stav,nh,snapshot,,02Oct2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,02Oct2024stavnh,02Oct2024,stav,nh,N1,,02Oct2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,02Oct2024stavnh,02Oct2024,stav,nh,N2,,02Oct2024stavnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,06Apr2024wywec,06Apr2024,wywe,c,snapshot,,06Apr2024wywec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,06Apr2024wywec,06Apr2024,wywe,c,N1,,06Apr2024wywec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,06Apr2024wywec,06Apr2024,wywe,c,N2,,06Apr2024wywec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,06Apr2024wyweh,06Apr2024,wywe,h,snapshot,Bee ,06Apr2024wyweh,,,,,,,,Bombus,vos/calig,Bee  Bombus vos/calig,,,,1,,,,,,buzzing around plot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,06Apr2024wyweh,06Apr2024,wywe,h,N1,,06Apr2024wyweh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,06Apr2024wyweh,06Apr2024,wywe,h,N2,,06Apr2024wyweh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,29Apr2024fscgc,29Apr2024,fscg,c,snapshot,,29Apr2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,29Apr2024fscgc,29Apr2024,fscg,c,N1,,29Apr2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,29Apr2024fscgc,29Apr2024,fscg,c,N2,,29Apr2024fscgc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,29Apr2024fscgnh,29Apr2024,fscg,nh,snapshot,,29Apr2024fscgnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,29Apr2024fscgnh,29Apr2024,fscg,nh,N1,,29Apr2024fscgnh,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,29Apr2024fscgnh,29Apr2024,fscg,nh,N2,Bee ,29Apr2024fscgnh,,,,,,,,Bombus,,Bee  Bombus ,,,,1,Borago,officinalis,,,missed,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,02Jun2024foscc,02Jun2024,fosc,c,snapshot,,02Jun2024foscc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,02Jun2024foscc,02Jun2024,fosc,c,N1,,02Jun2024foscc,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
