Initials,DateBlkTrtmnt,Date.x,Block.x,Treatment,CountType,Insect.type,Concat_DBT_sp_num,DG_Spec_ID_code,Jaime_Family_ID.x,Jaime_Genus_ID.x,Jaime_Species_ID.x,Jaime_GenusSpeciesID.x,Jaime_Sex_ID.x,PlantCode.x,InsectGenus,InsectSpecies,TypeGenusSpeInsect,PhotoPacket,Idnotes,Sex,Count,PlantGenus,PlantSpecies,Pollen_Nectar,Idnumber,captured.,Notes.x,Date.y,Block.y,Trtmnt,Loc,Time,Netter,AvegWindMph,TempC,Humidity,CloudCover,PercentInSun,Genus,Species,TotalOpenFl,TotalCloseFl,Plnt_categ,NatorNon,Notes.y,...20,Jaime_Family_ID.y,Jaime_Genus_ID.y,Jaime_Species_ID.y,Jaime_GenusSpeciesID.y,Jaime_Sex_ID.y,PlantCode.y,DGPrelimFam,DGPrelimGenus,DGPrelimSp,DGPrelimGenSp,DGPrelimSex,...13,Notes
MC,01Jul2024wewac,01Jul2024,wewa,c,N2,,01Jul2024wewac,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,wewa,h,1420B wa,0.64930555555555558,DG,3.7,16.2,71,0,95,Cammisonia,strigulosa,5,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,snapshot,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Lantana,montevidensis,2223,0,ornamental,non,purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,snapshot,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Grindelia,stricta,4,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,snapshot,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Pelargonium,NA,4,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,N1,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Lantana,montevidensis,2223,0,ornamental,non,purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,N1,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Grindelia,stricta,4,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,N1,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Pelargonium,NA,4,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,N2,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Lantana,montevidensis,2223,0,ornamental,non,purple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,N2,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Grindelia,stricta,4,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawah,01Jul2024,eawa,h,N2,,01Jul2024eawah,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,h,401B wa,0.50069444444444444,DG,1.1,18.5,65,0,100,Pelargonium,NA,4,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawac,01Jul2024,eawa,c,snapshot,,01Jul2024eawac,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,c,407A wa,0.49513888888888891,DG,1.1,18.5,65,0,100,Pittosporum,NA,10,1,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawac,01Jul2024,eawa,c,N1,,01Jul2024eawac,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,c,407A wa,0.49513888888888891,DG,1.1,18.5,65,0,100,Pittosporum,NA,10,1,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024eawac,01Jul2024,eawa,c,N2,,01Jul2024eawac,,,,,,,,,,  ,,,,0,,,,,,,01Jul2024,eawa,c,407A wa,0.49513888888888891,DG,1.1,18.5,65,0,100,Pittosporum,NA,10,1,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024wywec,01Jul2024,wywe,c,snapshot,,01Jul2024wywec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024wywec,01Jul2024,wywe,c,N1,,01Jul2024wywec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01Jul2024wywec,01Jul2024,wywe,c,N2,,01Jul2024wywec,,,,,,,,,,  ,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024foscc,07Aug2024,fosc,c,snapshot,,07Aug2024foscc,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,fosc,c,1224,0.41250000000000003,GW,1.4,15.8,96,0,20,Rosa,NA,1,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024foscc,07Aug2024,fosc,c,N1,,07Aug2024foscc,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,fosc,c,1224,0.41250000000000003,GW,1.4,15.8,96,0,20,Rosa,NA,1,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024foscc,07Aug2024,fosc,c,N2,,07Aug2024foscc,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,fosc,c,1224,0.41250000000000003,GW,1.4,15.8,96,0,20,Rosa,NA,1,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lilec,07Aug2024,lile,c,snapshot,,07Aug2024lilec,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,lile,c,NA,0.5,BG,1.7,12.6,56,0,100,Aloe,maculata,0,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lilec,07Aug2024,lile,c,snapshot,,07Aug2024lilec,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,lile,c,NA,0.5,BG,1.7,12.6,56,0,100,Rumex,acetosella,25,80,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lilec,07Aug2024,lile,c,N1,,07Aug2024lilec,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,lile,c,NA,0.5,BG,1.7,12.6,56,0,100,Aloe,maculata,0,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lilec,07Aug2024,lile,c,N1,,07Aug2024lilec,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,lile,c,NA,0.5,BG,1.7,12.6,56,0,100,Rumex,acetosella,25,80,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lilec,07Aug2024,lile,c,N2,,07Aug2024lilec,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,lile,c,NA,0.5,BG,1.7,12.6,56,0,100,Aloe,maculata,0,0,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,07Aug2024lilec,07Aug2024,lile,c,N2,,07Aug2024lilec,,,,,,,,,,  ,,,,0,,,,,,,07Aug2024,lile,c,NA,0.5,BG,1.7,12.6,56,0,100,Rumex,acetosella,25,80,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,snapshot,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Medicago,polymorpha,7,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,snapshot,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Malva,NA,3,7,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,snapshot,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Grevillea,lanigera,6,142,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,N1,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Medicago,polymorpha,7,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,N1,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Malva,NA,3,7,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,N1,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Grevillea,lanigera,6,142,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,N2,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Medicago,polymorpha,7,3,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,N2,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Malva,NA,3,7,weedy,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,10Jul2024pagoc,10Jul2024,pago,c,N2,,10Jul2024pagoc,,,,,,,,,,  ,,,,0,,,,,,,10Jul2024,pago,c,field,0.66388888888888886,ME,1.1,24.1,46,0,100,Grevillea,lanigera,6,142,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,snapshot,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Perideridia,kellogii,227,0,native,nat,4 umbels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,snapshot,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Grindelia,stricta,7,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,snapshot,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Horkelia,californica,3,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,N1,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Perideridia,kellogii,227,0,native,nat,4 umbels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,N1,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Grindelia,stricta,7,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,N1,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Horkelia,californica,3,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,N2,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Perideridia,kellogii,227,0,native,nat,4 umbels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,N2,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Grindelia,stricta,7,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,15Jul2024poofh,15Jul2024,poof,h,N2,,15Jul2024poofh,,,,,,,,,,  ,,,,0,,,,,,,15Jul2024,poof,h,South end planter,0.51180555555555551,DG,0.6,17.1,77,100,100,Horkelia,californica,3,0,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01May2024wewanh,01May2024,wewa,nh,snapshot,,01May2024wewanh,,,,,,,,,,  ,,,,0,,,,,,,01May2024,wewa,nh,1418D,0.60902777777777772,DG,1.4,18.4,59,0,100,Aeonium,NA,45,14,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01May2024wewanh,01May2024,wewa,nh,N1,,01May2024wewanh,,,,,,,,,,  ,,,,0,,,,,,,01May2024,wewa,nh,1418D,0.60902777777777772,DG,1.4,18.4,59,0,100,Aeonium,NA,45,14,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,01May2024wewanh,01May2024,wewa,nh,N2,,01May2024wewanh,,,,,,,,,,  ,,,,0,,,,,,,01May2024,wewa,nh,1418D,0.60902777777777772,DG,1.4,18.4,59,0,100,Aeonium,NA,45,14,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,snapshot,,05Aug2024wewah,,,,,,,,,,  ,,,,0,,,,,,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Symphyotrichum,chilense,43,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,snapshot,,05Aug2024wewah,,,,,,,,,,  ,,,,0,,,,,,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Grindelia,hirsitula,7,5,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,snapshot,,05Aug2024wewah,,,,,,,,,,  ,,,,0,,,,,,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Calandrinia,grandiflora,2,2,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,snapshot,,05Aug2024wewah,,,,,,,,,,  ,,,,0,,,,,,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Pelargonium,NA,14,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,snapshot,,05Aug2024wewah,,,,,,,,,,  ,,,,0,,,,,,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Dimorphotheca,fruticosa,28,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,snapshot,,05Aug2024wewah,,,,,,,,,,  ,,,,0,,,,,,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Leptospermum,laevigatum,13,11,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Bee,05Aug2024wewah,,,,,,,,Bombus,,Bee Bombus ,,,,1,,,,,missed,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Symphyotrichum,chilense,43,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Bee,05Aug2024wewah,,,,,,,,Bombus,,Bee Bombus ,,,,1,,,,,missed,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Grindelia,hirsitula,7,5,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Bee,05Aug2024wewah,,,,,,,,Bombus,,Bee Bombus ,,,,1,,,,,missed,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Calandrinia,grandiflora,2,2,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Bee,05Aug2024wewah,,,,,,,,Bombus,,Bee Bombus ,,,,1,,,,,missed,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Pelargonium,NA,14,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Bee,05Aug2024wewah,,,,,,,,Bombus,,Bee Bombus ,,,,1,,,,,missed,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Dimorphotheca,fruticosa,28,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Bee,05Aug2024wewah,,,,,,,,Bombus,,Bee Bombus ,,,,1,,,,,missed,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Leptospermum,laevigatum,13,11,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Hoverfly,05Aug2024wewahP1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP1,,,1,Gindelia ,hirsitula,,P1,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Symphyotrichum,chilense,43,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Hoverfly,05Aug2024wewahP1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP1,,,1,Gindelia ,hirsitula,,P1,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Grindelia,hirsitula,7,5,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Hoverfly,05Aug2024wewahP1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP1,,,1,Gindelia ,hirsitula,,P1,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Calandrinia,grandiflora,2,2,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Hoverfly,05Aug2024wewahP1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP1,,,1,Gindelia ,hirsitula,,P1,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Pelargonium,NA,14,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Hoverfly,05Aug2024wewahP1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP1,,,1,Gindelia ,hirsitula,,P1,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Dimorphotheca,fruticosa,28,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N1,Hoverfly,05Aug2024wewahP1,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP1,,,1,Gindelia ,hirsitula,,P1,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Leptospermum,laevigatum,13,11,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N2,Hoverfly,05Aug2024wewahP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP2,,,1,Calandrina,grandiflora,,P2,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Symphyotrichum,chilense,43,2,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N2,Hoverfly,05Aug2024wewahP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP2,,,1,Calandrina,grandiflora,,P2,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Grindelia,hirsitula,7,5,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N2,Hoverfly,05Aug2024wewahP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP2,,,1,Calandrina,grandiflora,,P2,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Calandrinia,grandiflora,2,2,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N2,Hoverfly,05Aug2024wewahP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP2,,,1,Calandrina,grandiflora,,P2,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Pelargonium,NA,14,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N2,Hoverfly,05Aug2024wewahP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP2,,,1,Calandrina,grandiflora,,P2,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Dimorphotheca,fruticosa,28,3,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,05Aug2024wewah,05Aug2024,wewa,h,N2,Hoverfly,05Aug2024wewahP2,,,,,,,,Platycheirus,,Hoverfly Platycheirus ,05Aug2024wewahP2,,,1,Calandrina,grandiflora,,P2,yes,,05Aug2024,wewa,h,1420B,0.60069444444444442,GW,1.1,14.9,92,100,100,Leptospermum,laevigatum,13,11,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fscgh,19Aug2024,fscg,h,snapshot,small bee,19Aug2024fscgh,,,,,,,,,,small bee  ,,,,1,Nepeta,cataria,,,,,19Aug2024,fscg,h,Hitchcock st.,0.44791666666666669,BG,1.7,18.8,90,70,100,Nepeta,cataria,241,2566,ornamental,non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fscgh,19Aug2024,fscg,h,snapshot,small bee,19Aug2024fscgh,,,,,,,,,,small bee  ,,,,1,Nepeta,cataria,,,,,19Aug2024,fscg,h,Hitchcock st.,0.44791666666666669,BG,1.7,18.8,90,70,100,Symphyotrichum,chilense,5,33,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fscgh,19Aug2024,fscg,h,snapshot,small bee,19Aug2024fscgh,,,,,,,,,,small bee  ,,,,1,Nepeta,cataria,,,,,19Aug2024,fscg,h,Hitchcock st.,0.44791666666666669,BG,1.7,18.8,90,70,100,Horkelia,californica,5,7,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,19Aug2024fscgh,19Aug2024,fscg,h,snapshot,small bee,19Aug2024fscgh,,,,,,,,,,small bee  ,,,,1,Nepeta,cataria,,,,,19Aug2024,fscg,h,Hitchcock st.,0.44791666666666669,BG,1.7,18.8,90,70,100,Perideridia,kellogii,45,87,native,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
